episode,character,line
S02E04,GEORGE,"Um, hi, its George, George Costanza, remember me? The guy that didnt come up for coffee. You see, I didnt realise that coffee didnt really mean... well, whatever. Anyway, it was fun. It was... it was fun, so... oh boy, um, so... You call me back. If you want. Its up to you, you know, whatever you wanna do. Either way. The balls in your court. So uh, take it easy."
S02E04,JERRY,"Im just gonna get my jacket, Ill meet you downstairs. Whats the matter, did you call?"
S02E04,GEORGE,"Got her machine. Im dead, Im a dead man. Thats it. Im dead, Im a dead man. Dead man."
S02E04,JERRY,What did you say?
S02E04,GEORGE,"I dont know what the hell I said. I gave her an ultimatum and theres nothing I can do. Its a machine. The little light is blinking right now, Come and listen to the idiot. Hey everybody, the idiots on!"
S02E04,JERRY,After one date you try and improvise on her machine?
S02E04,GEORGE,Now Im in the worst position of all.
S02E04,ELAINE,"Yknow, my brother-in-law once left a message on this guys machine, and he blurted out some business information he wasnt supposed to, and it would have cost him fifteen thousand dollars, so he waited outside the guys house and when the guy came home he went upstairs with him and he switched the tape."
S02E04,GEORGE,He did that?
S02E04,ELAINE,Yeah.
S02E04,GEORGE,Somebody did that?
S02E04,JERRY,Shell call you back. Youre overreacting.
S02E04,JERRY,Not once.
S02E04,DONNA,Never?
S02E04,JERRY,"I have never seen one episode of I Love Lucy in my life, ever."
S02E04,DONNA,Thats amazing.
S02E04,JERRY,Thank you.
S02E04,DONNA,Is there anything else about you I should know?
S02E04,JERRY,"Yes, Im lactose intolerant."
S02E04,DONNA,Really?
S02E04,JERRY,"I have no patience for lactose. And I wont stand for it. Um, Ill be right back."
S02E04,GEORGE,"Wait till you hear this! (George sees Donna and no Jerry.) Whoa, ah, Im sorry, I didnt, I had no idea."
S02E04,DONNA,"Wait, wait. Hes in the bathroom."
S02E04,GEORGE,"I just wanted to talk to him for a minute, but Ill come back."
S02E04,DONNA,You dont have to leave.
S02E04,GEORGE,You sure?
S02E04,DONNA,Yes.
S02E04,GEORGE,Okay.
S02E04,DONNA,Im Donna.
S02E04,GEORGE,"Donna. Oh, youre the one that likes that commercial!"
S02E04,DONNA,He told you about that?
S02E04,GEORGE,"(back-pedalling) No, he, he didnt actually tell me that, uh, we were talking about that commercial  in fact I think I brought it up because I like that commercial. No, he, he would never tell me anything. He never discusses anything. Hes, hes like a clam. Youre not gonna mention this, to him..."
S02E04,DONNA,(to Jerry) So you go around telling your friends Im not hip because I like that commercial.
S02E04,JERRY,"What? (to George) What did, what did you say?"
S02E04,GEORGE,"Say? What? Nothing, I..."
S02E04,DONNA,You told him how I like the commercial.
S02E04,JERRY,"Well, so what if I said that?"
S02E04,DONNA,"Well, so, you didnt have to tell your friends."
S02E04,JERRY,"No, I had to tell my friends  my friends didnt have to tell you."
S02E04,GEORGE,(to Donna) Why did you have to get me in trouble?
S02E04,DONNA,I dont like you talking about me with your friends behind my back.
S02E04,GEORGE,Boy oh boy.
S02E04,JERRY,I said I couldnt believe you liked that commercial. So what?
S02E04,DONNA,"I asked some friends of mine this week, and all of them liked the commercial."
S02E04,JERRY,"Boy, I bet you got a regular Algonquin round table there."
S02E04,KRAMER,Hey.
S02E04,JERRY,"Oh uh, Kramer, this is Donna."
S02E04,KRAMER,Oh. Cotton Dockers!
S02E04,GEORGE,"Hello! All right, we should be going. Come on..."
S02E04,KRAMER,What? Where are we going?
S02E04,GEORGE,Come on!
S02E04,DONNA,"Dont bother, Im leaving."
S02E04,JERRY,"Donna, really, youre making too much of this."
S02E04,KRAMER,"One hundred percent Cotton Dockers. If theyre not Dockers, theyre just pants"
S02E04,JERRY,"Please, Donna..."
S02E04,DONNA,I dont wanna hear it.
S02E04,GEORGE,"I cant believe I said that. You know me, Im a vault."
S02E04,JERRY,"Dont worry about it, it wasnt working anyway."
S02E04,KRAMER,What happened there?
S02E04,JERRY,Ill tell you later.
S02E04,GEORGE,You are not gonna believe whats going on with this woman.
S02E04,GEORGE,"Okay, so you remember I made the initial call Sunday, she doesnt call back. I call again Monday, I leave another message. I call Tuesday, I get the machine again, I know youre there, I dont know what your story is. Yesterday, Im a volcano  I try one more call, the machine comes on, and I let fly like Mussolini from the balcony, Where the hell do you get the nerve? You invite me up for coffee and then you dont call me back for four days? I dont like coffee, I dont have to come up. Id like to get one more shot at the coffee just so I could spit it in your face."
S02E04,JERRY,You said that?
S02E04,GEORGE,I lost it.
S02E04,JERRY,I cant blame you. I cant believe she never called you back.
S02E04,GEORGE,She did. Today.
S02E04,JERRY,What?
S02E04,GEORGE,"She called my office. She said shes been in the Hamptons since Sunday. She didnt know if I was trying to get in touch with her. Her machine broke, and shes been using her old machine and she doesnt have the beeper for it."
S02E04,JERRY,So she didnt get the messages.
S02E04,GEORGE,"Exactly, but theyre on there  waiting. She said she cant wait to see me, were having dinner tonight. Shes supposed to call me as soon as she gets home."
S02E04,JERRY,But what about the messages?
S02E04,JERRY,Elaines thing? How you gonna get in?
S02E04,GEORGE,Ill meet her outside the building.
S02E04,JERRY,But you know as soon as she gets in the apartment shes going right for that machine.
S02E04,GEORGE,"Unless she goes for the bathroom. Thats my only chance. (George crumbles. He drops the cassette on the table.) Who am I kidding? I cant do this, I cant do this. I dont even know how to work those stupid machines."
S02E04,JERRY,"Theres nothing to it. You lift the lid, it comes right out."
S02E04,GEORGE,You do it for me.
S02E04,JERRY,What?
S02E04,GEORGE,"Come on, itll be so much easier."
S02E04,JERRY,How you gonna get me up there?
S02E04,GEORGE,"Ill tell her I bumped into you, Im giving you a ride uptown."
S02E04,JERRY,And who makes the switch?
S02E04,GEORGE,You do.
S02E04,JERRY,I do.
S02E04,GEORGE ,"I cant do it. Ill, Ill keep her busy."
S02E04,JERRY,I cant get involved in this.
S02E04,GEORGE,I think I may be in love with this woman.
S02E04,JERRY,What if she sees me?
S02E04,GEORGE,"Oh, you are such a wuss."
S02E04,JERRY,A wuss?
S02E04,GEORGE,Yeah.
S02E04,JERRY,Did you call me a wuss?
S02E04,GEORGE,Well there is traffic. It might take her till eight-fifteen.
S02E04,JERRY,"I got one problem. Youre keeping her busy in the other room. Now, what if she somehow gets away from you and is coming in? You have to signal me that shes coming."
S02E04,GEORGE,"A signal, right, um, okay, uh, okay, the signal is, Ill call out tippy-toe!"
S02E04,JERRY,Tippy Toe? I dont think so.
S02E04,GEORGE,You dont like tippy toe?
S02E04,JERRY,No tippy toe.
S02E04,GEORGE,"All right, uh, okay, I got it, um, Ill sing."
S02E04,JERRY,What song?
S02E04,GEORGE,How Do You Solve A Problem Like Maria?
S02E04,JERRY,What is that?
S02E04,GEORGE,"Oh, its a lovely song. (singing) How do you solve a problem like Maria?..."
S02E04,JERRY,Anything else?
S02E04,GEORGE,You pick it.
S02E04,JERRY,Lemon Tree.
S02E04,GEORGE,"Peter, Paul and Mary."
S02E04,JERRY,"No, Trini Lopez."
S02E04,JERRY & GEORGE,"(singing) Lemon tree, very pretty and a lemon flower..."
S02E04,GEORGE,Alright ok. You got the tape?
S02E04,JERRY,Standard. Micro.
S02E04,GEORGE,How do you feel? Confident?
S02E04,JERRY,Feel good.
S02E04,GEORGE,You nervous?
S02E04,JERRY,Not at all.
S02E04,GEORGE,"Get up, get up, its her! Oh, the hell with this, Im scared to death, just walk away, its off, cancel everything, go!"
S02E04,CAROL,Hey! What are you doing here? I thought I was supposed to call you when I got home.
S02E04,GEORGE,"I, I couldnt wait. I was too anxious to see you."
S02E04,CAROL,"Oh, thats so sweet."
S02E04,GEORGE,"Oh, this is my friend, Jerry Seinfeld. I just bumped into him around the corner. Isnt that a coincidence? The funny thing is, I see him all the time."
S02E04,JERRY,All the time.
S02E04,CAROL,Its nice to meet you.
S02E04,JERRY,Hi.
S02E04,CAROL,"So, Im starving. Where are we gonna eat?"
S02E04,GEORGE,"You know, we could go uptown, and that way we could give Jerry a ride home."
S02E04,CAROL,"Okay. Lets go, Im ready, whered you park?"
S02E04,GEORGE,Dont you wanna go upstairs first?
S02E04,CAROL,"No, what for? Ill just give my bag to the doorman."
S02E04,JERRY,"You know, I really need to use the bathroom."
S02E04,CAROL,Oh well theres a bathroom in the coffee shop just next door.
S02E04,GEORGE,"Yes, yes, but uh, I have to make a call, so..."
S02E04,CAROL,Well they have a phone.
S02E04,GEORGE,I know Jerry. He has this phobia about public toilets. I think we really should go upstairs.
S02E04,CAROL,"(aloud) You know, I think I will go upstairs. I can check my machine."
S02E04,GEORGE,"Right, right."
S02E04,CAROL,The bathrooms on the hall to the right.
S02E04,JERRY,"Uh, you know, why dont you go first, you just had a long trip."
S02E04,CAROL,"No, Im fine."
S02E04,JERRY,"Um, you know, its the damnedest thing. It went away."
S02E04,CAROL,"Oh, thats weird."
S02E04,GEORGE,"No, no that can happen. Ive, uh, Ive read about that in medical journals. Its a freak thing, but..."
S02E04,CAROL,"Well, let me just check my messages, and well go."
S02E04,GEORGE,"Uh, Carol, can I talk to you for a second? Right now?"
S02E04,CAROL,Sure.
S02E04,GEORGE,"Please, this is very, very important."
S02E04,GEORGE,"(from other room) Uh, tippy toe! Tippy toe! Lemon tree!"
S02E04,CAROL,"(to Jerry) Now I know who you are! Youre a comedian. Ive seen you, its driving me crazy."
S02E04,JERRY,Right. I am.
S02E04,GEORGE,"Carol, thats so rude. Please, Im serious, just for a moment, if you wouldnt mind. And then well talk to Jerry."
S02E04,JERRY,(calls) Hey you two. Im ready to go.
S02E04,CAROL,Thats what you had to tell me? Your father wears sneakers in the pool?
S02E04,GEORGE,(to Jerry) Dont you find that strange?
S02E04,JERRY,Yes.
S02E04,CAROL,"Well, Ill just check my machine and well go."
S02E04,CAROL,"No, nothing here, lets go. (Carol, George and Jerry head for the door. Carol opens it.) Oh, I forgot to tell you. After I talked to you today my neighbour called me and played my messages to me over the phone."
S02E04,GEORGE,"Oh, uh..."
S02E04,CAROL,"Yours were hilarious, we were both cracking up. I just love jokes like that."
S02E04,JERRY,"I love my phone machine. I wish I was a phone machine. I wish if I saw somebody on the street I didnt want to talk to, I could go, Excuse me, Im not in right now. If you would just leave a message, I could walk away. I also have a cordless phone, but I dont like that as much, because you cant slam down a cordless phone. You get mad at somebody on a real phone  You cant talk to me like that! Bang! You know. You get mad at somebody on a cordless phone  You cant talk to me like that!"
S02E05,JERRY,"Well, I painted my apartment again. Ive been living in this apartment for years and years, and every time I paint it, it kinda gets me down. I look around, and I think, well, its a little bit smaller now. You know, I realize its just the thickness of the paint, but Im aware of it. It just coming in and coming in. Every-time I paint it, its closer and closer. I dont even know where the wall outlets are anymore. I just look for like a lump with two slots in it. Kinda looks like a pig is trying to push his way through from the other side. Thats where I plug in. My idea of the perfect living room would be the bridge on the Starship Enterprise. You know what I mean? Big chair, nice screen, remote control... Thats why Star Trek really was the ultimate male fantasy. Just hurtling through space in your living room, watching TV. Thats why all the aliens were always dropping in, because Kirk was the only one that had the big screen. They came over Friday nights, Klingon boxing, gotta be there."
S02E05,JERRY,What did you do?
S02E05,KRAMER,Mousse. I moussed up.
S02E05,ELAINE,I guess it was just a matter of time.
S02E05,KRAMER,"You know, I should've done this years ago. I mean, I feel like I've had two lives. My pre-mousse. And now, I begin my post-mousse. Hey, tell me the truth, have you ever seen a better looking guy?"
S02E05,JERRY,"Well, looks are so subjective."
S02E05,ELAINE,"I dont mean to interrupt or anything, but on Sunday, my friend is having a brunch for the New York Marathon."
S02E05,KRAMER,"(annoyed that he forgot) Oh, I keep forgetting to enter that!"
S02E05,ELAINE,"She lives right above First Avenue, says she has a perfect view of the race. And she said I can invite some friends."
S02E05,JERRY,Maybe.
S02E05,HAROLD,"(O.S.) No, Im not going up there."
S02E05,JERRY,(to Elaine) Harold and Manny.
S02E05,HAROLD,Im not going.
S02E05,JERRY,"Boys, boys."
S02E05,HAROLD,"Oh, Jerry."
S02E05,JERRY,"I slid the rent under your door, Harold. Did you get it?"
S02E05,HAROLD,"Yeah, yeah... Hey, Jerry, would you like anything from Mrs. Hudwalkers apartment?"
S02E05,MANNY,(in Spanish) You can't give him anything from there!
S02E05,HAROLD,I was only joking. (to Jerry) He thinks Im gonna give you Mrs. Hudwalkers things.
S02E05,MANNY,(in Spanish) You offered them to him.
S02E05,HAROLD,(to Jerry) We have to go up there now and clean the apartment. Its a good thing her rent was overdue. Shed be rotting up there for a month.
S02E05,JERRY,She died? Mrs. Hudwalker died?
S02E05,HAROLD,Ninety-four years old. I found her yesterday. She didnt have her wig on. It was horrifying.
S02E05,MANNY,"(in Spanish) Harold, Come on, hurry up!"
S02E05,HAROLD,"(to Manny) Whats the matter with you? Im talking! So, Jerry, you know anyone who needs an apartment?"
S02E05,JERRY,Are you kidding? You know my friend Elaine?
S02E05,HAROLD,"Oh yeah, I like her. She always says hello to me."
S02E05,JERRY,Its not promised to anybody? Cause shed take it in a second.
S02E05,HAROLD,"Well, Manny wanted it for his brother, but he got deported."
S02E05,MANNY,(in spanish) What do you mean deported? It was a misunderstanding with the Department of Immigration.
S02E05,HAROLD,Whats the difference? Its true!
S02E05,JERRY,"So, its okay? I could just tell her she can have it?"
S02E05,HAROLD,"Sure, sure. Shes getting a bargain, too. Its only four hundred dollars a month."
S02E05,MANNY,(in Spanish) Four hundred dollars? What are you nuts? Someone will pay more.
S02E05,HAROLD,Okay...
S02E05,HAROLD,Okay!
S02E05,KRAMER,"Hey, Harold, what do you think?"
S02E05,HAROLD,"Manny, look. Kramer put mousse in his hair."
S02E05,MANNY,(in Spanish) It looks worse.
S02E05,KRAMER,"(not understanding him) Hey, thanks."
S02E05,ELAINE,What was that all about?
S02E05,JERRY,"(coyly) Oh, nothing important."
S02E05,ELAINE,Whats going on? What is that look?
S02E05,JERRY,What look? Nothing.
S02E05,ELAINE,Somethings going on here.
S02E05,JERRY,"I dont know if you should sit for this or not. Sitting is good if you faint, but standing is good for jumping up and down. I cant decide."
S02E05,ELAINE,Jumping up and down? What are you talking about? Cmon. Cough it up.
S02E05,JERRY,"Oh, Elaine. You know the way I am  rarely ever thinking of myself. My only concern is the welfare and happiness of those close to me. Sure, it hurts sometimes to give, and give, and give..."
S02E05,ELAINE,Would you please?
S02E05,JERRY,What would you say if I told you that...
S02E05,ELAINE,Told me what?!
S02E05,JERRY,...I got you an apartment in this building.
S02E05,ELAINE,(dumbfounded) No.
S02E05,JERRY,Yes.
S02E05,ELAINE,No.
S02E05,JERRY,Yes.
S02E05,ELAINE,You didnt.
S02E05,JERRY,I did.
S02E05,ELAINE,You got me an apartment in the building?!
S02E05,JERRY,I got you an apartment in the building.
S02E05,ELAINE,How did you...
S02E05,JERRY,Remember Mrs. Hudwalker? The ninety-four-year-old woman who lived above me?
S02E05,ELAINE,No.
S02E05,JERRY,She died.
S02E05,ELAINE,(thrilled) She died?!
S02E05,JERRY,She died.
S02E05,ELAINE,She died!
S02E05,JERRY,And the rent is only four hundred dollars a month!
S02E05,ELAINE,Get out!
S02E05,ELAINE,Four hundred a month? Only four hundred a month?!
S02E05,JERRY,Four hundred a month.
S02E05,ELAINE,And Ill be right upstairs?
S02E05,JERRY,Right upstairs.
S02E05,ELAINE,Right above you?
S02E05,JERRY,Right above me.
S02E05,ELAINE,"Oh, were neighbors. Ill be here all the time!"
S02E05,JERRY,All the time.
S02E05,ELAINE,"(overly excited) We can exchange keys so we can come in and out. Oh, this is going to be great!"
S02E05,JERRY,All the time.
S02E05,JERRY,"The problem with talking is that nobody stops you from saying the wrong thing. I think life would be a lot better if it was like youre always making a movie. You mess up, somebody just walks on the set, and stops the whole shot. You know what I mean? Think of the things you wish you could take back. Youre out somewhere with people, Gee, you look pregnant.. are you? Cut, cut, cut, cut, cut, thats not gonna work at all. Walk out the door, and come back in. Lets take this whole scene again. People, think about what youre saying!"
S02E05,GEORGE,"Thanks, see you later, Donna."
S02E05,GEORGE,What happened to you?
S02E05,JERRY,You cant believe what I just did.
S02E05,GEORGE,What? What did you do?
S02E05,JERRY,"I could tell you what I did, but you wouldnt believe it. Its not believable."
S02E05,GEORGE,What did you do?
S02E05,JERRY,How could I have done that?
S02E05,GEORGE,Done what?
S02E05,JERRY,I told Elaine about an apartment opening up in my building. Shes going to move in.
S02E05,GEORGE,Elaines moving into your building?
S02E05,JERRY,Yes. Right above me.
S02E05,GEORGE,Right above you?
S02E05,JERRY,Yeah.
S02E05,GEORGE,Youre gonna be neighbors.
S02E05,JERRY,I know. Neighbors.
S02E05,GEORGE,Shes right above you?
S02E05,JERRY,Right above me.
S02E05,GEORGE,How could you do that?
S02E05,JERRY,"Cause Im an idiot! You may think youre an idiot, but with all due respect, Im a much bigger idiot than you are."
S02E05,GEORGE,"Dont insult me, my friend. Remember who youre talking to. No ones a bigger idiot than me."
S02E05,JERRY,Did you ever ask an ex-girlfriend to move into your building?
S02E05,GEORGE,Did you ever go to a singles weekend in the Poconos?
S02E05,JERRY,"Shes right in my building! Right above me! Every time I come in the building, Im gonna have to sneak around like a cat burglar."
S02E05,GEORGE,Youre doomed. Youre gonna have to have all your sex at womens apartments. Itll be like a permanent road trip. Forget about the home bed advantage.
S02E05,JERRY,But I need the home bed advantage.
S02E05,GEORGE,Of course. We all do.
S02E05,JERRY,Come in for two minutes and sit with me.
S02E05,GEORGE,I was just in there. Its embarrassing.
S02E05,JERRY,"Oh, whos gonna know?"
S02E05,GEORGE,They saw me walk out.
S02E05,JERRY,Two minutes.
S02E05,JERRY,My censoring system broke down. You know that little guy in your head who watches everything you say? Makes sure you dont make a mistake? He went for a cup of coffee. And in that second ruined my life.
S02E05,GEORGE,My censor quit two years ago. He checked into a clinic. Emotionally exhausted.
S02E05,JERRY,"So, is there any way out of this Elaine thing?"
S02E05,GEORGE,Tough.
S02E05,JERRY,"You know, the water pressures terrible in my building. And she loves a good shower."
S02E05,GEORGE,I never heard of anyone would turned down an apartment because of a weak shower spray.
S02E05,JERRY,"If they were fanatic about showers, they might."
S02E05,GEORGE,"For that rent, shed take a bath in the toilet tank if she had to."
S02E05,JERRY,"Look at that woman feeding her baby greasy, disgusting, coffee shop corned beef hash. Isnt that child abuse?"
S02E05,GEORGE,"Id like to have a kid. Of course, you have to have a date first... Remember my friend, Adam, from Detroit?"
S02E05,JERRY,"Yeah, the guy with the flat head."
S02E05,GEORGE,"Hes a cube. Anyway, he got married six months ago. He told me ever since hes been wearing a wedding band, women have been coming on to him everywhere he goes."
S02E05,JERRY,"Yeah, Ive heard that about wedding bands."
S02E05,GEORGE,I wonder if thats really true.
S02E05,JERRY,"That would be an interesting sociological experiment. You know, Kramer has his fathers band. Hed loan it to you."
S02E05,GEORGE,Thanks a lot. Ill give it back to you in a week.
S02E05,KRAMER,"You know, I dont even know why youre fooling around with this ring. Ive been telling you, get yourself some plugs. Or a piece."
S02E05,GEORGE,Im not doing that.
S02E05,KRAMER,"Oh, man. You know, youre crazy. Youre a good looking guy. What do you want to walk around like that for?"
S02E05,GEORGE,"No, Ill put half a can of mousse in my head like you."
S02E05,HAROLD,"I told you I dont like these sponges, theyre too small! I want a big sponge!"
S02E05,HAROLD,You cant pick up anything with these! Theres no absorption!
S02E05,JERRY,"Boys, boys."
S02E05,HAROLD,"Hi, Jerry."
S02E05,MANNY,"Hello, Jerry. (in spanish to Harold) You tell him."
S02E05,HAROLD,Okay
S02E05,MANNY,(in spanish to Harold again) You tell him.
S02E05,HAROLD,"Your friend cant have the apartment, Jerry."
S02E05,JERRY,What?
S02E05,HAROLD,Because somebody offered Manny five thousand dollars for the apartment. I dont want to do it. Manny wants to do it.
S02E05,MANNY,(in spanish) Why are you telling him it's my fault?
S02E05,HAROLD,Because its true! Why shouldnt I tell him?
S02E05,JERRY,"Hey, hey. I understand. Youre businessmen."
S02E05,MANNY,(in spanish) Tell him that if his friend can come up with the same money then she can have the apartment.
S02E05,HAROLD,"Oh, now, he says that if your friend has five thousand dollars, well give it to her."
S02E05,JERRY,"Well, thats a lot of money. But, if thats the way its gotta be, thats the way its gotta be."
S02E05,JERRY,"You know, I used to think that the universe is a random, chaotic sequence of meaningless events, but I see now that there is reason and purpose to all things."
S02E05,GEORGE,What happened to you?
S02E05,JERRY,"Religion, my friend, thats what happened to me. Because, I have just been informed that its going to cost Elaine the sum of five thousand dollars to get the apartment upstairs."
S02E05,GEORGE,(jubilant) Five thousand dollars? She doesnt have five thousand dollars!
S02E05,JERRY,Of course she doesnt have five thousand dollars!
S02E05,GEORGE,"So, she cant get the apartment."
S02E05,JERRY,Cant get it.
S02E05,GEORGE,"So, she doesnt move in."
S02E05,JERRY,"No move. So, you see, its all part of a divine plan."
S02E05,GEORGE,And how does the baldness fit into that plan?
S02E05,JERRY,(to the intercom) Elaine?
S02E05,ELAINE,Yeah.
S02E05,JERRY,"(to George) All right, this is going to require some great acting now. I have to pretend Im disappointed. Youre going to really see me being a phony, now. I hope you can take this. Maybe you should go in the other room."
S02E05,GEORGE,Are you kidding? I lie every second of the day. My whole life is a sham!
S02E05,JERRY,"Cause you know, I love Elaine."
S02E05,GEORGE,Of course you do.
S02E05,JERRY,"But you know... not in the building. Really, I feel terrible about this. My intentions were good. What can I do? Tell me."
S02E05,ELAINE,"(to someone in the hallway) No, Ill be seeing you. (She enters the apartment; singing) ""Good morning, good morning.. (to Jerry and George) Have you ever gotten up in the morning and felt its great to be alive? That every breath is a gift of sweet life from above?"
S02E05,ELAINE,"Oh, and before I forget, I have the checks for the first month, last months security deposit. (laughs) I have seventy-five dollars left in my account."
S02E05,JERRY,Well... theres a little bit of a problem.
S02E05,ELAINE,"Oh, I know. Theres a weak shower spray, I know. Ive already thought about it, and Im switching to baths. As Winston Churchill said, Why stand when you can sit? Maybe Ill get some rubber duckies."
S02E05,JERRY,"Uh, no uh, someone offered Harold and Manny five thousand for the apartment. Im sure theyd just as soon give it to you, but youd have to come up with that money."
S02E05,ELAINE,Five thousand dollars? I dont have five thousand dollars.
S02E05,JERRY,I know.
S02E05,ELAINE,(disappointed) How am I going to get five thousand dollars?
S02E05,JERRY,I have no idea.
S02E05,KRAMER,"(to Elaine) Hey, my new neighbor!"
S02E05,ELAINE,Im not moving in.
S02E05,KRAMER,What?
S02E05,ELAINE,They want five thousand dollars now.
S02E05,KRAMER,"So, okay uh whats the problem?"
S02E05,ELAINE,I dont have five thousand dollars.
S02E05,KRAMER,"Cmon, you can come up with five thousand dollars. (to Jerry) Jerry, you dont have five thousand dollars you can led her? Come on."
S02E05,JERRY,"Yeah, well, I didnt- Is that something you want to borrow?"
S02E05,ELAINE,"No, thats too much money to borrow."
S02E05,KRAMER,Loan her the money. You can afford it.
S02E05,JERRY,She doesnt wanna borrow the money.
S02E05,KRAMER,"Oh, cmon. Shell pay you back. Whats five grand between friends?"
S02E05,ELAINE,Of course Id pay you back..
S02E05,KRAMER,"Yeah, so whats the problem?"
S02E05,JERRY,Who said theres a problem?
S02E05,KRAMER,Hey see He said hed loan you the money.
S02E05,ELAINE,"Well Jerry, it might take a while for me to pay you back. Maybe a few years. How do you feel about that?"
S02E05,KRAMER,Thats okay. He doesnt care.
S02E05,ELAINE,"Well, you know, money can sometimes come between friends."
S02E05,KRAMER,Get outta here.
S02E05,ELAINE,Let me think about it.
S02E05,KRAMER,Whats to think about?
S02E05,ELAINE,I dont know... I dont know. Five thousand... let me just take one more look at it.
S02E05,JERRY,"(to Kramer) It was all over! Taken care of. Done! Finished. Five thousand. Wheres she gonna get five thousand? She doesnt have five thousand. Clean. Good bye. Shes gone. Then you come in, Why dont you loan her five thousand? What do you care? Youve got five thousand. Give her five thousand!"
S02E05,KRAMER,You didnt want her in the building?
S02E05,JERRY,"No, I didnt!"
S02E05,KRAMER,"Well, then what did you loan her the five thousand for? Oh, look, maybe she wont take it. I mean, she did say that she was gonna think about it."
S02E05,JERRY,People dont turn down money. Its what separates us from the animals.
S02E05,KRAMER,I still dont understand what the problem is having her in the building.
S02E05,JERRY,"Let me explain something to you. You see, youre not normal. Youre a great guy, I love you, but youre a pod. I, on the other hand, am a human being. I sometimes feel awkward, uncomfortable, even inhibited in certain situations with the other human beings. You wouldnt understand."
S02E05,KRAMER,Because Im a pod?
S02E05,ELAINE,Ill take it!
S02E05,ROXANNE,"Hi, Elaine."
S02E05,ELAINE,"Oh, hi, Roxanne. Nice to be here. These are my friends. This is George, and this is Jerry."
S02E05,JERRY,Hi
S02E05,ELAINE,Jerrys the one who got me my new apartment.
S02E05,ROXANNE,"So, youre Elaines hero."
S02E05,JERRY,"Yes, its my lifes work."
S02E05,ROXANNE,There are so few true heroes left in this world.
S02E05,GEORGE,"Yeah, my wife couldnt make it today. Shes got something with her mother... Who knows whats going on with her. Dont let any one kid you, its tough."
S02E05,JERRY,"Well, better load up on some carbos before the race."
S02E05,ROXANNE,"Oh, the marathon is great, isnt it?"
S02E05,JERRY,"Oh, yes. Particularly if youre not in it."
S02E05,ROXANNE,I wish we had a view of the finish line.
S02E05,JERRY,"Whats to see? A woman from Norway, a guy from Kenya, and twenty thousand losers."
S02E05,GEORGE,"...yeah, my wife started getting on me about the lawn today. Im tellin you, its one thing after another."
S02E05,RITA,Is she here?
S02E05,GEORGE,"Uh no no, shes working."
S02E05,RITA,What does she do?
S02E05,GEORGE,"Shes an... etymologist. You know, bees, flies, gnats. W-What about you?"
S02E05,RITA,"I work for the Director of Madison Square Garden. Its great! I can get free tickets to any sporting in New York. Anyway, shes a very luck woman. Enjoy the race."
S02E05,GEORGE,(calling after her) But..
S02E05,ROXANNE,Hi Stan. Joanne.
S02E05,ELAINE,"Jerry, this is Joanne, and this is Stan. Theyre in my short story class with Roxanne and me."
S02E05,JERRY,Hi how are ya?
S02E05,ELAINE,"Hey, Jerry just got me a great apartment in his building!"
S02E05,JOANNE,"Well, Jerry, itll be nice having a close friend nearby."
S02E05,JERRY,(no amused) Fantastic.
S02E05,STAN,She can pop in whenever she wants.
S02E05,JERRY,I know.
S02E05,JOANNE,She doesnt even need to knock!
S02E05,JERRY,Its tremendous.
S02E05,STAN,Anytime of day.
S02E05,JERRY,Im in heaven.
S02E05,ELAINE,"Oh, Rita come here. This is Jerry. Hes the one who got me the apartment."
S02E05,RITA,"Oh, hi. (calling to someone) Bob, this is the guy who got Elaine the apartment."
S02E05,GEORGE,"Im sorry, I dont see the big deal about being a matador. The bull charges, you move the cape, whats so hard?"
S02E05,SUSIE,"So uh, are you really married? Because, Ive actually heard of single guys who wear wedding bands to attract women."
S02E05,GEORGE,(laughs) Youd have to be a real loser to try something like that.
S02E05,SUSIE,"Thats too bad, because I really have a thing for bald guys with glasses."
S02E05,RITA,Hey everybody! Here come the runners!
S02E05,ELAINE,"(to Jerry) So you and Roxanne are hitting it off, huh?"
S02E05,JERRY,"Oh, I wouldnt quite say that."
S02E05,ELAINE,"Really? From a distance, you seemed to be coming on to her."
S02E05,JERRY,Im a guy  it always looks like that.
S02E05,ELAINE,"Because, I was thinking... are you at all concerned that living in the same building will, yknow... cramp our styles?"
S02E05,JERRY,Nah...
S02E05,ELAINE,"Because, I was worried that there might be a situation in which one of us come home with somebody, it could get a little uncomfortable. But, as long as youre okay with it, its fine with me."
S02E05,JANICE,"Ive never been able to be with just one person. I can, however, carry on strictly physical relationships which can last for years and years. Its a shame youre married."
S02E05,GEORGE,"Umm, Im not. Its just a sociological experiment!"
S02E05,JANICE,Please...
S02E05,JERRY,You have no idea what an idiot is. Elaine just gave me a chance to get out and I didnt take it. (pointing to himself) This is an idiot.
S02E05,GEORGE,"Is that right? I just threw away a lifetime of guilt-free sex, and floor seats for ever sporting event in Madison Square Garden. So please, a little respect. For I am Costanza Lord of the Idiots!"
S02E05,ROXANNE,(yelling out the window) Youre all winners!
S02E05,GEORGE,"But suddenly, a new contender has emerged..."
S02E05,JERRY,"George, I didnt sleep at all last night. I decided I have to tell her. Im just going to be honest. Thats all... Yes, Im nervous... Are you listening to me?... Just put some soap on your finger. Itll slide right off... Then try axle grease... (Kramer enters; to the phone) Ill call you back after I talk to her... Bye."
